date,bank_holiday,feature_0,feature_1,feature_2,feature_6,feature_7,school_holiday,feature_10,label,air_humidity,air_temperature_daily_max,precipitation,snow_height,sunshine_hours,wind_speed_max,year,month,week_day,step,date
2005-05-22,0,0,0,0,-1.0,0,0,1,1456,-0.8235294117647058,0.5203252032520324,0.3508771929824562,0.0,0.637037037037037,-0.021505376344085947,2005,5,2,63,2005-05-22
2005-05-23,0,0,0,0,-1.0,0,0,1,693,-0.7058823529411765,0.24390243902439024,-0.07017543859649124,0.0,0.6518518518518519,-0.17204301075268835,2005,5,0,64,2005-05-23
2005-05-24,0,0,0,0,-1.0,0,0,1,582,-1.0,0.3089430894308943,-0.07017543859649124,0.0,0.32592592592592595,-0.043010752688172275,2005,5,0,65,2005-05-24
2005-05-25,0,0,0,0,-1.0,0,1,1,1462,-0.9411764705882353,0.6260162601626015,-0.07017543859649124,0.0,0.6962962962962962,0.5591397849462365,2005,5,0,66,2005-05-25
2005-05-26,2,0,0,0,-1.0,0,1,1,1878,-1.3529411764705883,1.1626016260162602,-0.07017543859649124,0.0,1.362962962962963,0.3010752688172044,2005,5,0,67,2005-05-26
2005-05-27,0,0,0,0,-1.0,0,1,1,2445,-1.2941176470588236,1.2764227642276422,-0.07017543859649124,0.0,1.614814814814815,-0.8172043010752691,2005,5,0,68,2005-05-27
2005-05-28,0,0,0,0,-1.0,0,1,0,2621,-1.7058823529411764,1.333333333333333,-0.07017543859649124,0.0,1.6592592592592592,0.25806451612903214,2005,5,1,69,2005-05-28
2005-05-29,0,0,0,0,-1.0,0,0,0,2262,-1.411764705882353,0.7642276422764226,6.280701754385967,0.0,1.3185185185185186,0.3010752688172044,2005,5,2,70,2005-05-29
2005-05-30,0,0,0,0,-1.0,0,0,0,626,0.5882352941176471,-0.17073170731707327,1.7543859649122808,0.0,-0.5185185185185185,0.49462365591397833,2005,5,0,71,2005-05-30
2005-05-31,0,0,0,0,-1.0,0,0,0,637,0.23529411764705882,0.03252032520325192,1.8596491228070178,0.0,0.19259259259259257,0.6451612903225807,2005,5,0,72,2005-05-31
2005-06-01,0,0,0,0,-1.0,0,0,0,628,-0.8235294117647058,0.08130081300813008,0.7368421052631579,0.0,0.7407407407407407,-0.5161290322580646,2005,6,0,73,2005-06-01
2005-06-02,0,0,0,0,-1.0,0,0,0,672,0.17647058823529413,0.34959349593495936,-0.07017543859649124,0.0,-0.4148148148148148,-0.2795698924731185,2005,6,0,74,2005-06-02
2005-06-03,0,0,0,0,-1.0,0,0,0,855,-0.4117647058823529,0.8861788617886177,0.14035087719298245,0.0,1.2592592592592593,1.5053763440860213,2005,6,0,75,2005-06-03
2005-06-04,0,0,0,0,-1.0,0,0,0,1242,0.11764705882352941,0.2032520325203252,4.000000000000001,0.0,0.08888888888888884,1.118279569892473,2005,6,1,76,2005-06-04
2005-06-05,0,0,0,0,-1.0,0,0,0,1916,0.7058823529411765,0.01626016260162596,6.596491228070176,0.0,-0.4444444444444444,-0.10752688172043012,2005,6,2,77,2005-06-05
2005-06-06,0,0,0,0,-1.0,0,0,0,1387,-0.4117647058823529,-0.09756097560975618,-0.03508771929824562,0.0,-0.26666666666666666,0.1935483870967743,2005,6,0,78,2005-06-06
2005-06-07,0,0,0,0,-1.0,0,0,0,513,-0.7647058823529411,0.00813008130081298,-0.07017543859649124,0.0,0.6666666666666666,0.9247311827956988,2005,6,0,79,2005-06-07
2005-06-08,0,0,0,0,-1.0,0,0,0,643,-0.6470588235294118,0.09756097560975603,-0.07017543859649124,0.0,0.7111111111111112,-0.36559139784946265,2005,6,0,80,2005-06-08
2005-06-09,0,0,0,0,-1.0,0,0,0,675,-0.9411764705882353,0.36585365853658536,-0.07017543859649124,0.0,1.274074074074074,-0.709677419354839,2005,6,0,81,2005-06-09
2005-06-10,0,0,0,0,-1.0,0,0,0,562,-0.4117647058823529,0.36585365853658536,0.17543859649122806,0.0,0.10370370370370373,0.5591397849462365,2005,6,0,82,2005-06-10
2005-06-11,0,0,0,0,-1.0,0,0,0,1224,-0.29411764705882354,-0.10569105691056915,0.03508771929824561,0.0,-0.14814814814814814,0.10752688172043012,2005,6,1,83,2005-06-11
2005-06-12,0,0,0,0,-1.0,0,0,0,1705,-0.23529411764705882,-0.0894308943089432,2.491228070175439,0.0,0.2222222222222222,0.25806451612903214,2005,6,2,84,2005-06-12
2005-06-13,0,0,0,0,-1.0,0,0,0,724,-0.17647058823529413,0.13008130081300795,0.0,0.0,0.5481481481481482,0.36559139784946226,2005,6,0,85,2005-06-13
2005-06-14,0,0,0,0,-1.0,0,0,0,601,-1.0588235294117647,0.5365853658536583,-0.07017543859649124,0.0,1.377777777777778,-0.5591397849462367,2005,6,0,86,2005-06-14
2005-06-15,0,0,0,0,-1.0,0,0,0,857,-1.0588235294117647,0.7886178861788616,-0.07017543859649124,0.0,1.4074074074074074,-0.06451612903225823,2005,6,0,87,2005-06-15
2005-06-16,0,0,0,0,-1.0,0,0,0,729,-1.1176470588235294,0.5934959349593496,-0.07017543859649124,0.0,0.6518518518518519,0.17204301075268796,2005,6,0,88,2005-06-16
2005-06-17,0,0,0,0,-1.0,0,0,0,731,0.11764705882352941,0.6422764227642275,0.03508771929824561,0.0,-0.37037037037037035,0.10752688172043012,2005,6,0,89,2005-06-17
2005-06-18,0,0,0,0,-1.0,0,0,0,1415,-1.3529411764705883,0.6585365853658535,-0.07017543859649124,0.0,1.6592592592592592,-0.6021505376344088,2005,6,1,90,2005-06-18
2005-06-19,0,0,0,0,-1.0,0,0,0,3761,-1.411764705882353,1.0243902439024388,-0.07017543859649124,0.0,1.866666666666667,-0.9032258064516131,2005,6,2,91,2005-06-19
2005-06-20,0,0,0,0,-1.0,0,0,0,1827,-1.2941176470588236,1.2439024390243902,-0.07017543859649124,0.0,1.7925925925925925,-0.795698924731183,2005,6,0,92,2005-06-20
2005-06-21,0,0,0,0,-1.0,0,0,0,983,-0.8823529411764706,0.9837398373983738,-0.07017543859649124,0.0,0.6814814814814815,0.21505376344086025,2005,6,0,93,2005-06-21
2005-06-22,0,0,0,0,-1.0,0,0,0,880,-1.0,0.7560975609756098,-0.07017543859649124,0.0,1.2296296296296296,-0.40860215053763455,2005,6,0,94,2005-06-22
2005-06-23,0,0,0,0,-1.0,0,0,0,1669,-1.411764705882353,1.130081300813008,-0.07017543859649124,0.0,1.8518518518518519,-0.709677419354839,2005,6,0,95,2005-06-23
2005-06-24,0,0,0,0,-1.0,0,0,0,1486,-1.2352941176470589,1.3577235772357723,-0.07017543859649124,0.0,0.7703703703703703,-0.8817204301075271,2005,6,0,96,2005-06-24
2005-06-25,0,0,0,0,-1.0,0,0,0,1529,0.11764705882352941,0.6747967479674797,1.1578947368421053,0.0,0.1333333333333334,-0.021505376344085947,2005,6,1,97,2005-06-25
2005-06-26,0,0,0,0,-1.0,0,0,0,2011,-0.8235294117647058,0.6178861788617884,-0.07017543859649124,0.0,1.348148148148148,-0.5591397849462367,2005,6,2,98,2005-06-26
2005-06-27,0,0,0,0,-1.0,0,0,0,1028,-1.1176470588235294,0.7479674796747966,-0.07017543859649124,0.0,1.837037037037037,-0.4301075268817205,2005,6,0,99,2005-06-27
2005-06-28,0,0,0,0,-1.0,0,0,0,907,-0.8823529411764706,0.7560975609756098,-0.07017543859649124,0.0,1.7333333333333332,-0.5806451612903227,2005,6,0,100,2005-06-28
2005-06-29,0,0,0,0,-1.0,0,0,0,851,-0.9411764705882353,0.7642276422764226,-0.07017543859649124,0.0,0.19259259259259257,-0.795698924731183,2005,6,0,101,2005-06-29
2005-06-30,0,0,0,0,-1.0,0,0,0,619,0.058823529411764705,0.36585365853658536,1.192982456140351,0.0,-0.34074074074074073,-0.8817204301075271,2005,6,0,102,2005-06-30
2005-07-01,0,0,0,0,-1.0,0,0,0,784,0.23529411764705882,0.5691056910569106,1.1228070175438596,0.0,-0.28148148148148144,0.36559139784946226,2005,7,0,103,2005-07-01
2005-07-02,0,0,0,0,-1.0,0,0,0,1050,-0.29411764705882354,0.6260162601626015,-0.07017543859649124,0.0,0.5037037037037038,-0.9462365591397851,2005,7,1,104,2005-07-02
2005-07-03,0,0,0,0,-1.0,0,0,0,1589,-0.4117647058823529,0.8617886178861787,-0.07017543859649124,0.0,0.3555555555555556,-0.7526881720430109,2005,7,2,105,2005-07-03
2005-07-04,0,0,0,0,-1.0,0,0,0,1094,-0.29411764705882354,1.154471544715447,2.666666666666667,0.0,0.725925925925926,1.0752688172043012,2005,7,0,106,2005-07-04
2005-07-05,0,0,0,0,-1.0,0,0,0,829,-0.5294117647058824,0.39837398373983723,-0.07017543859649124,0.0,0.5185185185185185,-0.08602150537634418,2005,7,0,107,2005-07-05
2005-07-06,0,0,0,0,-1.0,0,0,0,981,-0.11764705882352941,0.41463414634146323,1.8596491228070178,0.0,0.16296296296296292,-0.08602150537634418,2005,7,0,108,2005-07-06
2005-07-07,0,0,0,0,-1.0,0,2,0,759,-0.058823529411764705,0.33333333333333315,0.0,0.0,-0.13333333333333333,-0.6451612903225807,2005,7,0,109,2005-07-07
2005-07-08,0,0,0,0,-1.0,0,2,0,938,0.29411764705882354,0.34959349593495936,1.7543859649122808,0.0,-0.14814814814814814,-0.3870967741935486,2005,7,0,110,2005-07-08
2005-07-09,0,0,0,0,-1.0,0,2,0,1155,0.35294117647058826,0.36585365853658536,-0.07017543859649124,0.0,-0.32592592592592595,-0.8817204301075271,2005,7,1,111,2005-07-09
2005-07-10,0,0,0,0,-1.0,0,2,0,2171,-0.8823529411764706,1.105691056910569,0.3157894736842106,0.0,1.1259259259259258,0.49462365591397833,2005,7,2,112,2005-07-10
2005-07-11,0,0,0,0,-1.0,0,2,0,1361,-0.7058823529411765,1.0487804878048779,-0.07017543859649124,0.0,1.3185185185185186,0.0,2005,7,0,113,2005-07-11
2005-07-12,0,0,0,0,-1.0,0,2,0,1619,-1.1176470588235294,1.2195121951219512,-0.07017543859649124,0.0,1.3185185185185186,-0.2365591397849462,2005,7,0,114,2005-07-12
2005-07-13,0,0,0,0,-1.0,0,2,0,1620,-0.7058823529411765,-0.03143537501232905,-0.07017543859649124,0.0,0.14755795056026008,0.09867611411523372,2005,7,0,115,2005-07-13
2005-07-14,0,0,0,0,-1.0,0,3,0,2047,-0.7058823529411765,1.056910569105691,-0.07017543859649124,0.0,1.2592592592592593,-0.8817204301075271,2005,7,0,116,2005-07-14
2005-07-15,0,0,0,0,-1.0,0,3,0,1689,-1.1764705882352942,1.0650406504065038,-0.07017543859649124,0.0,1.1111111111111112,0.3870967741935482,2005,7,0,117,2005-07-15
2005-07-16,0,0,0,0,-1.0,0,3,0,1406,-0.7058823529411765,0.6504065040650406,-0.07017543859649124,0.0,0.5333333333333333,-0.12903225806451607,2005,7,1,118,2005-07-16
2005-07-17,0,0,0,0,-1.0,0,3,0,1990,-0.5882352941176471,0.5609756097560974,-0.07017543859649124,0.0,0.31111111111111106,-0.5591397849462367,2005,7,2,119,2005-07-17
2005-07-18,0,0,0,0,-1.0,0,3,0,1897,-0.9411764705882353,1.073170731707317,-0.07017543859649124,0.0,1.274074074074074,-0.709677419354839,2005,7,0,120,2005-07-18
2005-07-19,0,0,0,0,-1.0,0,3,0,1407,-1.0,0.5121951219512195,0.07017543859649124,0.0,0.04444444444444442,0.2795698924731181,2005,7,0,121,2005-07-19
2005-07-20,0,0,0,0,-1.0,0,3,0,1550,-0.47058823529411764,0.44715447154471544,0.5614035087719299,0.0,-0.029629629629629655,1.3763440860215057,2005,7,0,122,2005-07-20
2005-07-21,0,0,0,0,-1.0,0,3,0,1724,0.35294117647058826,0.09756097560975603,1.0175438596491229,0.0,-0.45925925925925926,0.6666666666666666,2005,7,0,123,2005-07-21
2005-07-22,0,0,0,0,-1.0,0,3,0,1597,0.7647058823529411,-0.0731707317073171,1.473684210526316,0.0,-0.5185185185185185,-0.32258064516129037,2005,7,0,124,2005-07-22
2005-07-23,0,0,0,0,-1.0,0,3,0,1500,-0.11764705882352941,0.2032520325203252,-0.07017543859649124,0.0,-0.42962962962962964,-0.4516129032258066,2005,7,1,125,2005-07-23
2005-07-24,0,0,0,0,-1.0,0,3,0,2088,-0.29411764705882354,0.7642276422764226,1.1228070175438596,0.0,0.637037037037037,-0.6451612903225807,2005,7,2,126,2005-07-24
2005-07-25,0,0,0,0,-1.0,0,3,0,1548,0.5294117647058824,0.5691056910569106,4.771929824561405,0.0,-0.2518518518518518,-0.3440860215053763,2005,7,0,127,2005-07-25
2005-07-26,0,0,0,0,-1.0,0,3,0,2169,0.6470588235294118,0.09756097560975603,0.2456140350877193,0.0,-0.34074074074074073,-0.6666666666666669,2005,7,0,128,2005-07-26
2005-07-27,0,0,0,0,-1.0,0,3,0,1948,0.4117647058823529,0.8048780487804876,1.2280701754385965,0.0,-0.2074074074074074,-0.7311827956989249,2005,7,0,129,2005-07-27
2005-07-28,0,0,0,0,-1.0,0,3,0,2579,-0.23529411764705882,1.268292682926829,0.03508771929824561,0.0,0.8444444444444443,-0.2365591397849462,2005,7,0,130,2005-07-28
2005-07-29,0,0,0,0,-1.0,0,3,0,1990,0.0,1.08130081300813,2.210526315789474,0.0,0.4296296296296297,0.25806451612903214,2005,7,0,131,2005-07-29
2005-07-30,0,0,0,0,-1.0,0,3,0,1612,0.058823529411764705,0.6178861788617884,1.9649122807017545,0.0,0.2518518518518519,0.043010752688171894,2005,7,1,132,2005-07-30
2005-07-31,0,0,0,0,-1.0,0,3,0,2408,0.17647058823529413,0.3577235772357722,1.5789473684210529,0.0,-0.2518518518518518,0.4301075268817205,2005,7,2,133,2005-07-31
2005-08-01,0,0,0,0,-1.0,0,3,0,1513,-0.4117647058823529,0.33333333333333315,-0.07017543859649124,0.0,-0.4148148148148148,-0.5161290322580646,2005,8,0,134,2005-08-01
2005-08-02,0,0,0,0,-1.0,0,3,0,1877,-0.17647058823529413,0.3739837398373982,-0.07017543859649124,0.0,0.16296296296296292,-1.1827956989247312,2005,8,0,135,2005-08-02
2005-08-03,0,0,0,0,-1.0,0,3,0,1999,-0.058823529411764705,0.6747967479674797,0.9473684210526316,0.0,0.4,0.5806451612903225,2005,8,0,136,2005-08-03
2005-08-04,0,0,0,0,-1.0,0,3,0,1950,-0.11764705882352941,0.43089430894308944,0.6666666666666669,0.0,0.637037037037037,0.5161290322580646,2005,8,0,137,2005-08-04
2005-08-05,0,0,0,0,-1.0,0,3,0,1785,0.23529411764705882,0.39837398373983723,2.3508771929824563,0.0,-0.4444444444444444,0.12903225806451607,2005,8,0,138,2005-08-05
2005-08-06,0,0,0,0,-1.0,0,3,0,1920,0.5882352941176471,0.1788617886178861,1.8596491228070178,0.0,0.14814814814814814,0.4301075268817205,2005,8,1,139,2005-08-06
2005-08-07,0,0,0,0,-1.0,0,3,0,2623,0.4117647058823529,0.16260162601626016,1.0175438596491229,0.0,0.19259259259259257,0.21505376344086025,2005,8,2,140,2005-08-07
2005-08-08,0,0,0,0,-1.0,0,3,0,1888,0.47058823529411764,0.36585365853658536,0.5614035087719299,0.0,-0.2074074074074074,-0.043010752688172275,2005,8,0,141,2005-08-08
2005-08-09,0,0,0,0,-1.0,0,3,0,2328,-0.11764705882352941,0.113821138211382,0.21052631578947373,0.0,-0.35555555555555557,0.021505376344085947,2005,8,0,142,2005-08-09
2005-08-10,0,0,0,0,-1.0,0,3,0,2407,0.17647058823529413,0.2357723577235771,0.38596491228070184,0.0,-0.2222222222222222,0.40860215053763455,2005,8,0,143,2005-08-10
2005-08-11,0,0,0,0,-1.0,0,3,0,2455,0.17647058823529413,0.2357723577235771,0.0,0.0,-0.4444444444444444,-0.1505376344086024,2005,8,0,144,2005-08-11
