date,bank_holiday,feature_0,feature_1,feature_2,feature_6,feature_7,school_holiday,feature_10,label,air_humidity,air_temperature_daily_max,precipitation,snow_height,sunshine_hours,wind_speed_max,m_2,m_3,m_4,m_5,m_6,m_7,m_8,m_9,m_10,m_11,m_12,d_1,d_2,d_3,d_4,d_5,d_6
2005-04-27,0,0,0,0,3.7,0,0,0,771,78.0,15.5,3.7,0,4.1,14.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2005-04-28,0,0,0,0,3.7,0,0,0,681,66.0,17.5,0.0,0,11.1,7.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2005-04-29,0,0,0,0,3.7,0,0,0,903,86.0,16.9,7.2,0,1.0,6.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-04-30,0,0,0,0,3.7,0,0,0,937,88.0,18.4,0.0,0,0.3,5.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2005-05-01,3,0,0,0,3.7,0,0,0,1085,71.0,27.5,0.0,0,11.6,5.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2005-05-02,0,0,0,0,3.7,0,0,0,759,65.0,25.5,1.6,0,5.5,9.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-05-03,0,0,0,0,3.7,0,0,0,616,95.0,16.6,10.9,0,0.2,8.9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2005-05-04,0,0,0,0,3.7,0,0,0,855,84.0,16.7,0.0,0,2.6,9.6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2005-05-05,3,0,0,0,3.7,0,0,0,1291,66.0,14.0,3.9,0,6.5,12.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2005-05-06,0,0,0,0,3.7,0,1,0,1695,85.0,12.8,4.5,0,2.8,14.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-05-07,0,0,0,0,3.7,0,0,0,1594,90.0,10.0,6.8,0,0.5,15.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2005-05-08,0,0,1,0,3.7,0,0,0,1249,87.0,10.6,8.6,0,4.8,16.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2005-05-09,0,0,1,0,3.7,0,0,0,771,84.0,11.7,6.8,0,4.8,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-05-10,0,0,1,0,3.7,0,0,0,549,81.0,11.9,1.9,0,3.9,13.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2005-05-11,0,0,1,0,3.7,0,0,0,638,77.0,13.5,1.1,0,5.4,10.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2005-05-12,0,0,1,0,3.7,0,0,0,526,75.0,13.0,0.0,0,6.3,7.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2005-05-13,0,0,1,0,3.7,0,0,0,656,67.0,16.8,0.0,0,10.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-05-14,0,0,0,0,3.7,0,0,0,913,71.0,15.6,0.3,0,0.5,9.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2005-05-15,0,0,0,0,3.7,0,0,1,1472,82.0,12.7,0.2,0,3.7,7.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2005-05-16,3,0,0,0,3.7,0,0,1,1702,81.0,15.8,1.7,0,1.8,10.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-05-17,0,0,0,0,3.7,0,0,1,600,68.0,12.6,0.0,0,3.3,6.9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2005-05-18,0,0,0,0,3.7,0,0,1,714,66.0,13.8,0.0,0,8.6,7.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2005-05-19,0,0,0,0,3.7,0,0,1,600,58.0,18.9,1.9,0,11.7,10.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2005-05-20,0,0,0,0,3.7,0,0,1,685,74.0,21.6,11.2,0,4.3,9.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-05-21,0,0,0,0,3.7,0,0,1,1009,73.0,21.2,0.0,0,6.4,7.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2005-05-22,0,0,0,0,3.7,0,0,1,1456,67.0,21.7,1.2,0,7.8,9.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2005-05-23,0,0,0,0,3.7,0,0,1,693,69.0,18.3,0.0,0,7.9,9.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-05-24,0,0,0,0,3.7,0,0,1,582,64.0,19.1,0.0,0,5.7,9.7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2005-05-25,0,0,0,0,3.7,0,1,1,1462,65.0,23.0,0.0,0,8.2,12.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2005-05-26,2,0,0,0,3.7,0,1,1,1878,58.0,29.6,0.0,0,12.7,11.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2005-05-27,0,0,0,0,3.7,0,1,1,2445,59.0,31.0,0.0,0,14.4,6.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-05-28,0,0,0,0,3.7,0,1,0,2621,52.0,31.7,0.0,0,14.7,11.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2005-05-29,0,0,0,0,3.7,0,0,0,2262,57.0,24.7,18.1,0,12.4,11.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2005-05-30,0,0,0,0,3.7,0,0,0,626,91.0,13.2,5.2,0,0.0,12.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-05-31,0,0,0,0,3.7,0,0,0,637,85.0,15.7,5.5,0,4.8,12.9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2005-06-01,0,0,0,0,3.7,0,0,0,628,67.0,16.3,2.3,0,8.5,7.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2005-06-02,0,0,0,0,3.7,0,0,0,672,84.0,19.6,0.0,0,0.7,8.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2005-06-03,0,0,0,0,3.7,0,0,0,855,74.0,26.2,0.6,0,12.0,16.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2005-06-04,0,0,0,0,3.7,0,0,0,1242,83.0,17.8,11.6,0,4.1,15.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2005-06-05,0,0,0,0,3.7,0,0,0,1916,93.0,15.5,19.0,0,0.5,9.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2005-06-06,0,0,0,0,3.7,0,0,0,1387,74.0,14.1,0.1,0,1.7,10.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2005-06-07,0,0,0,0,3.7,0,0,0,513,68.0,15.4,0.0,0,8.0,14.2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2005-06-08,0,0,0,0,3.7,0,0,0,643,70.0,16.5,0.0,0,8.3,8.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2005-06-09,0,0,0,0,3.7,0,0,0,675,65.0,19.8,0.0,0,12.1,6.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2005-06-10,0,0,0,0,3.7,0,0,0,562,74.0,19.8,0.7,0,4.2,12.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2005-06-11,0,0,0,0,3.7,0,0,0,1224,76.0,14.0,0.3,0,2.5,10.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2005-06-12,0,0,0,0,3.7,0,0,0,1705,77.0,14.2,7.3,0,5.0,11.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2005-06-13,0,0,0,0,3.7,0,0,0,724,78.0,16.9,0.2,0,7.2,11.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2005-06-14,0,0,0,0,3.7,0,0,0,601,63.0,21.9,0.0,0,12.8,7.3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2005-06-15,0,0,0,0,3.7,0,0,0,857,63.0,25.0,0.0,0,13.0,9.6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2005-06-16,0,0,0,0,3.7,0,0,0,729,62.0,22.6,0.0,0,7.9,10.7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2005-06-17,0,0,0,0,3.7,0,0,0,731,83.0,23.2,0.3,0,1.0,10.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2005-06-18,0,0,0,0,3.7,0,0,0,1415,58.0,23.4,0.0,0,14.7,7.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2005-06-19,0,0,0,0,3.7,0,0,0,3761,57.0,27.9,0.0,0,16.1,5.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2005-06-20,0,0,0,0,3.7,0,0,0,1827,59.0,30.6,0.0,0,15.6,6.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2005-06-21,0,0,0,0,3.7,0,0,0,983,66.0,27.4,0.0,0,8.1,10.9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2005-06-22,0,0,0,0,3.7,0,0,0,880,64.0,24.6,0.0,0,11.8,8.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2005-06-23,0,0,0,0,3.7,0,0,0,1669,57.0,29.2,0.0,0,16.0,6.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2005-06-24,0,0,0,0,3.7,0,0,0,1486,60.0,32.0,0.0,0,8.7,5.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2005-06-25,0,0,0,0,3.7,0,0,0,1529,83.0,23.6,3.5,0,4.4,9.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2005-06-26,0,0,0,0,3.7,0,0,0,2011,67.0,22.9,0.0,0,12.6,7.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2005-06-27,0,0,0,0,3.7,0,0,0,1028,62.0,24.5,0.0,0,15.9,7.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2005-06-28,0,0,0,0,3.7,0,0,0,907,66.0,24.6,0.0,0,15.2,7.2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2005-06-29,0,0,0,0,3.7,0,0,0,851,65.0,24.7,0.0,0,4.8,6.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2005-06-30,0,0,0,0,3.7,0,0,0,619,82.0,19.8,3.6,0,1.2,5.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2005-07-01,0,0,0,0,3.7,0,0,0,784,85.0,22.3,3.4,0,1.6,11.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2005-07-02,0,0,0,0,3.7,0,0,0,1050,76.0,23.0,0.0,0,6.9,5.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2005-07-03,0,0,0,0,3.7,0,0,0,1589,74.0,25.9,0.0,0,5.9,6.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2005-07-04,0,0,0,0,3.7,0,0,0,1094,76.0,29.5,7.8,0,8.4,14.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-07-05,0,0,0,0,3.7,0,0,0,829,72.0,20.2,0.0,0,7.0,9.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2005-07-06,0,0,0,0,3.7,0,0,0,981,79.0,20.4,5.5,0,4.6,9.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2005-07-07,0,0,0,0,3.7,0,2,0,759,80.0,19.4,0.2,0,2.6,6.9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2005-07-08,0,0,0,0,3.7,0,2,0,938,86.0,19.6,5.2,0,2.5,8.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2005-07-09,0,0,0,0,3.7,0,2,0,1155,87.0,19.8,0.0,0,1.3,5.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2005-07-10,0,0,0,0,3.7,0,2,0,2171,66.0,28.9,1.1,0,11.1,12.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2005-07-11,0,0,0,0,3.7,0,2,0,1361,69.0,28.2,0.0,0,12.4,9.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-07-12,0,0,0,0,3.7,0,2,0,1619,62.0,30.3,0.0,0,12.4,8.8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2005-07-13,0,0,0,0,3.7,0,2,0,1620,69.0,14.913344887348353,0.0,0,4.4960161662817555,10.358843930635837,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2005-07-14,0,0,0,0,3.7,0,3,0,2047,69.0,28.3,0.0,0,12.0,5.8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2005-07-15,0,0,0,0,3.7,0,3,0,1689,61.0,28.4,0.0,0,11.0,11.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2005-07-16,0,0,0,0,3.7,0,3,0,1406,69.0,23.3,0.0,0,7.1,9.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2005-07-17,0,0,0,0,3.7,0,3,0,1990,71.0,22.2,0.0,0,5.6,7.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2005-07-18,0,0,0,0,3.7,0,3,0,1897,65.0,28.5,0.0,0,12.1,6.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-07-19,0,0,0,0,3.7,0,3,0,1407,64.0,21.6,0.4,0,3.8,11.2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2005-07-20,0,0,0,0,3.7,0,3,0,1550,73.0,20.8,1.8,0,3.3,16.3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2005-07-21,0,0,0,0,3.7,0,3,0,1724,87.0,16.5,3.1,0,0.4,13.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2005-07-22,0,0,0,0,3.7,0,3,0,1597,94.0,14.4,4.4,0,0.0,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2005-07-23,0,0,0,0,3.7,0,3,0,1500,79.0,17.8,0.0,0,0.6,7.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2005-07-24,0,0,0,0,3.7,0,3,0,2088,76.0,24.7,3.4,0,7.8,6.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2005-07-25,0,0,0,0,3.7,0,3,0,1548,90.0,22.3,13.8,0,1.8,8.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-07-26,0,0,0,0,3.7,0,3,0,2169,92.0,16.5,0.9,0,1.2,6.8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2005-07-27,0,0,0,0,3.7,0,3,0,1948,88.0,25.2,3.7,0,2.1,6.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2005-07-28,0,0,0,0,3.7,0,3,0,2579,77.0,30.9,0.3,0,9.2,8.8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2005-07-29,0,0,0,0,3.7,0,3,0,1990,81.0,28.6,6.5,0,6.4,11.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2005-07-30,0,0,0,0,3.7,0,3,0,1612,82.0,22.9,5.8,0,5.2,10.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2005-07-31,0,0,0,0,3.7,0,3,0,2408,84.0,19.7,4.7,0,1.8,11.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2005-08-01,0,0,0,0,3.7,0,3,0,1513,74.0,19.4,0.0,0,0.7,7.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005-08-02,0,0,0,0,3.7,0,3,0,1877,78.0,19.9,0.0,0,4.6,4.4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2005-08-03,0,0,0,0,3.7,0,3,0,1999,80.0,23.6,2.9,0,6.2,12.6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2005-08-04,0,0,0,0,3.7,0,3,0,1950,79.0,20.6,2.1,0,7.8,12.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2005-08-05,0,0,0,0,3.7,0,3,0,1785,85.0,20.2,6.9,0,0.5,10.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2005-08-06,0,0,0,0,3.7,0,3,0,1920,91.0,17.5,5.5,0,4.5,11.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2005-08-07,0,0,0,0,3.7,0,3,0,2623,88.0,17.3,3.1,0,4.8,10.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2005-08-08,0,0,0,0,3.7,0,3,0,1888,89.0,19.8,1.8,0,2.1,9.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005-08-09,0,0,0,0,3.7,0,3,0,2328,79.0,16.7,0.8,0,1.1,10.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2005-08-10,0,0,0,0,3.7,0,3,0,2407,84.0,18.2,1.3,0,2.0,11.8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2005-08-11,0,0,0,0,3.7,0,3,0,2455,84.0,18.2,0.2,0,0.5,9.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2005-08-12,0,0,0,0,3.7,0,3,0,2011,93.0,19.7,4.6,0,2.2,5.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2005-08-13,0,0,0,0,3.7,0,3,0,1681,74.0,20.2,4.0,0,5.1,7.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2005-08-14,0,0,0,0,3.7,0,3,0,2780,89.0,19.3,8.8,0,1.1,8.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2005-08-15,0,0,0,0,3.7,0,3,0,1951,89.0,19.4,0.1,0,0.1,8.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005-08-16,0,0,0,0,3.7,0,3,0,2044,87.0,18.8,0.0,0,1.5,3.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2005-08-17,0,0,0,0,3.7,0,3,0,2293,77.0,23.0,0.0,0,13.6,6.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2005-08-18,0,0,0,0,3.7,0,3,0,2948,69.0,27.3,0.0,0,13.4,8.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2005-08-19,0,0,0,0,3.7,0,3,0,2684,71.0,14.913344887348353,9.8,0,9.4,10.358843930635837,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2005-08-20,0,0,0,0,3.7,0,1,0,1721,79.4971198156682,14.913344887348353,0.9,0,4.4960161662817555,10.358843930635837,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2005-08-21,0,0,0,0,3.7,0,1,0,2095,79.4971198156682,14.913344887348353,0.2,0,4.4960161662817555,10.358843930635837,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2005-08-22,0,0,0,0,3.7,0,1,0,1838,79.4971198156682,14.913344887348353,0.3,0,4.4960161662817555,10.358843930635837,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005-08-23,0,0,0,0,3.7,0,1,0,2445,79.4971198156682,14.913344887348353,0.0,0,4.4960161662817555,10.358843930635837,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2005-08-24,0,0,0,0,3.7,0,1,0,2511,79.4971198156682,14.913344887348353,0.7,0,4.4960161662817555,10.358843930635837,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2005-08-25,0,0,0,0,3.7,0,0,0,725,90.0,14.913344887348353,3.8,0,4.4960161662817555,10.358843930635837,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2005-08-26,0,0,0,0,3.7,0,0,0,759,83.0,16.6,0.4,0,5.5,14.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2005-08-27,0,0,0,0,3.7,0,0,0,888,81.0,19.4,0.1,0,1.4,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2005-08-28,0,0,0,0,3.7,0,0,0,1433,76.0,22.8,0.0,0,10.0,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
